time,open,high,low,close,Volume,EMA,ATR,ema,atr,upper_band,lower_band,capital_investment
2011/12/6 5:30,2502.7616,2525.628,2499.5743,2516.5634,10288665,2747.81383,33.47681758,2747.814211,111.4477,4976.768211,518.8602106,1.1
2011/12/7 1:30,2517.392,2534.4217,2509.9463,2531.8663,14014061,2745.665099,33.38725123,2745.665475,111.4477,4974.619475,516.7114751,1
2011/12/7 5:30,2531.4878,2533.7927,2522.7411,2529.0666,8940694,2743.50989,33.16500595,2743.510262,111.4477,4972.464262,514.5562625,1
2011/12/8 1:30,2522.8625,2548.975,2494.7854,2539.3739,18885177,2741.478686,33.37420589,2741.479055,111.4477,4970.433055,512.5250549,1
2011/12/8 5:30,2539.4853,2539.4853,2522.2757,2524.5049,8774989,2739.319743,33.21336404,2739.320108,111.4477,4968.274108,510.3661081,1
2011/12/9 1:30,2504.9818,2525.1028,2499.3838,2503.1203,14488514,2736.969499,33.13879325,2736.969861,111.4818,4966.605861,507.3338612,1.1
2011/12/9 5:30,2503.3523,2510.3529,2496.9716,2503.183,9315628,2734.643266,32.94220128,2734.643624,111.4818,4964.279624,505.0076238,1.1
2011/12/12 1:30,2498.1421,2502.0061,2484.9395,2495.1428,11964042,2732.260176,32.79594555,2732.260531,89.0168,4512.596531,951.924531,1.1
2011/12/12 5:30,2495.3055,2497.0856,2476.1833,2478.9486,9766175,2729.739663,32.67760081,2729.740014,78.6866,4303.472014,1156.008014,1.1
2011/12/13 1:30,2466.0945,2472.6556,2430.2687,2433.5355,21501309,2726.792358,32.83682767,2726.792706,124.0997,5208.786706,244.7987057,1.1
2011/12/13 5:30,2433.4557,2439.8908,2418.673,2421.7295,14033400,2723.756907,32.72121546,2723.757251,117.7106,5077.969251,369.5452509,1.1
2011/12/14 1:30,2415.1633,2433.4224,2406.8925,2410.6093,13504787,2720.64101,32.65961033,2720.641351,128.7646,5295.933351,145.3493509,1.1
2011/12/14 5:30,2410.6782,2413.2485,2392.2991,2397.3975,11635015,2717.424657,32.54309082,2717.424994,141.9764,5556.952994,-122.1030058,1.1
2011/12/15 1:30,2381.5142,2384.155,2341.4452,2354.3051,23592605,2713.811527,32.77601828,2713.811861,185.0688,6415.187861,-987.5641391,1
2011/12/15 5:30,2354.155,2363.5333,2340.7417,2341.3014,12868073,2710.104959,32.67667083,2710.105289,198.0725,6671.555289,-1251.344711,1
2011/12/16 1:30,2340.6235,2351.9804,2338.2573,2343.2565,15758119,2706.454725,32.48807809,2706.455052,198.0725,6667.905052,-1254.994948,1
2011/12/16 5:30,2342.6828,2390.1849,2332.2476,2389.8601,20228055,2703.30453,32.74130417,2703.304854,198.0725,6664.754854,-1258.145146,1
2011/12/19 1:30,2364.9523,2364.9523,2322.0979,2333.0287,23212034,2699.620193,33.0897708,2699.620514,191.4762,6529.144514,-1129.903486,1
